	reco_1	reco_2	reco_3	reco_4	reco_5	MSE_1	MSE_2	MSE_3	MSE_4	MSE_5	nb1	nb2	nb3	nb4	nb5	id	titre
1849	10939.0	4302.0	11146.0	8399.0	5068.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1849	S.A.M., tome 1 : Après l'homme...
1850	5409.0	4154.0	8039.0	9594.0	10309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1850	Les Schtroumpfs, Tome 26 : Les Schtroumpfs et le livre qui dit tout
1851	5243.0	1271.0	10749.0	11138.0	2751.0	0.0	17.5	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1851	I.R.$., tome 6 : Le Corrupteur
1852	8490.0	5598.0	4333.0	10448.0	6753.0	18.75	0.0	0.0	0.0	7.935782564828131	1.0	2.0	0.0	0.0	2.0	1852	Mattéo, tome 3 : Troisième époque, Août 1936 
1853	11130.0	2964.0	7805.0	8869.0	11115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1853	Le reste du monde, tome 2 : Le monde d'après
1854	5972.0	4465.0	8907.0	5671.0	2900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1854	Le Décalogue, Tome 8 : Nahik
1855	4216.0	473.0	313.0	435.0	246.0	0.0	34.25	13.25	13.25	13.25	0.0	4.0	4.0	4.0	3.0	1855	Trolls de Troy, Tome 14 : L'Histoire de Waha
1856	3651.0	4247.0	5131.0	6825.0	7544.0	0.0	9.0	13.25	9.0	12.75	0.0	2.0	4.0	2.0	2.0	1856	Akira, tome 1 : L'autoroute
1857	911.0	1136.0	1356.0	1696.0	1975.0	30.75	0.0	43.083740234375	19.75	0.0	3.0	1.0	5.0	3.0	0.0	1857	Achille Talon, tome 6 : Achille Talon au pouvoir
1858	2935.0	2755.0	855.0	2088.0	9107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1858	Les P'tits Diables, tome 15 : Le bourreau des soeurs
1859	5499.0	7712.0	4305.0	5503.0	1658.0	25.177283950617102	0.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0	1.0	1859	L'or et le sang, tome 1 : L'appel du large
1860	4785.0	570.0	5461.0	10019.0	2519.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1860	L'Élève Ducobu, tome 23 : Profession : tricheur ! 
1861	6287.0	3072.0	1495.0	3009.0	4853.0	0.0	0.0	0.0	0.0	16.75	0.0	0.0	0.0	0.0	2.0	1861	Le Tueur, tome 2 : L'Engrenage
1862	1348.0	10218.0	7122.0	4387.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1862	Iznogoud, tome 15 : L'enfance d'Iznogoud
1863	3376.0	7814.0	6269.0	10665.0	10560.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1863	Les Ailes du Phaéton, tome 2 : Le dernier titan
1864	3632.0	1622.0	6366.0	10342.0	4886.0	0.0	19.75	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1864	Tramp, tome 8 : La sale guerre
1865	77.0	168.0	371.0	429.0	585.0	25.75	9.75	25.75	18.75	23.600665677544452	2.0	1.0	2.0	2.0	2.0	1865	Le petit Spirou, tome 16 : T'es gonflé
1866	7938.0	1092.0	3333.0	6177.0	965.0	0.0	0.0	0.0	0.0	6.75	0.0	0.0	0.0	0.0	1.0	1866	Léonard, tome 35 : Le génie donne sa langue au chat
1867	6232.0	4656.0	5823.0	2213.0	4122.0	0.0	0.0	0.0	10.35247728001024	0.0	0.0	0.0	0.0	1.0	0.0	1867	Prophet, tome 1 : Ante Genesem
1868	8940.0	5914.0	10176.0	13.0	7285.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	2.0	0.0	1868	Agrippine, tome 2 : Agrippine prend vapeur
1869	1623.0	2546.0	3693.0	4832.0	8004.0	0.0	3.75	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1869	Une enquête de l'inspecteur Canardo, tome 5 : L'Amerzone
1870	8770.0	1800.0	6496.0	8275.0	11020.0	9.25	3.8812061550028334	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1870	Alix, tome 3 : L'Île maudite
1871	2416.0	2788.0	3484.0	3608.0	4229.0	9.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	0.0	1.0	1871	Tom-Tom et Nana, tome 9 : Les Fous du mercredi
1872	3928.0	5583.0	7844.0	6992.0	2695.0	3.25	11.0	8.23223146666512	10.25	0.0	4.0	2.0	2.0	2.0	0.0	1872	AmeriKKKa, Tome 1 : Les Canyons de la Mort : El Paso, Texas
1873	935.0	1087.0	1899.0	2685.0	9116.0	0.0	11.25	0.0	0.0	4.25	7.0	1.0	0.0	0.0	1.0	1873	Le Voyage des pères, Tome 2 : Alphée
1874	2446.0	1144.0	6192.0	8231.0	158.0	20.25	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1874	Spirou et Fantasio, Tome 53 : Dans les griffes de la vipère
1875	3790.0	5626.0	4844.0	10334.0	7921.0	0.0	25.75	7.0	3.25	3.25	0.0	2.0	2.0	2.0	1.0	1875	Wollodrïn, tome 1 : Le matin des cendres
1876	8511.0	3236.0	8886.0	8705.0	5189.0	0.0	0.0	0.0	0.0	11.25	0.0	0.0	0.0	0.0	1.0	1876	Requiem, Chevalier Vampire, tome 1 : Résurrection
1877	2515.0	1287.0	8650.0	9733.0	2297.0	0.0	0.0	32.0	17.0	3.25	0.0	0.0	4.0	3.0	1.0	1877	Maggy Garrisson, tome 1 : Fais un sourire, Maggy
1878	3154.0	9795.0	1228.0	1727.0	7122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1878	Le Choucas, tome 3 : Le Choucas enfonce le clou
1879	10108.0	2068.0	7242.0	11048.0	575.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1879	Professeur Bell, tome 3 : Le Cargo du roi singe
1880	8339.0	1631.0	8056.0	5083.0	5166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1880	Aquablue, tome 8 : Fondation Aquablue
1881	503.0	1094.0	1907.0	1950.0	2301.0	0.0	11.25	7.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1881	Les Psy, tome 9 : On se calme !
1882	2588.0	10756.0	633.0	866.0	2040.0	17.5	0.0	16.666236839496303	6.75	19.75	8.0	0.0	1.0	9.0	3.0	1882	Djinn, Tome 6 : La perle noire
1883	6711.0	4077.0	3925.0	5705.0	11128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1883	Iznogoud, tome 13 : Je veux être calife à la place du Calife
1884	1238.0	10062.0	4535.0	9816.0	5163.0	12.0	0.0	5.0	0.0	5.0	1.0	0.0	1.0	0.0	1.0	1884	Papyrus, tome 4 : Le Tombeau du Pharaon
1885	5936.0	6564.0	8546.0	4830.0	648.0	3.75	3.25	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1885	Léo Loden, tome 6 : Pizza aux pruneaux
1886	10512.0	8841.0	9503.0	4739.0	3052.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1886	Les formidables aventures de Lapinot, Tome 1 : Blacktown
1887	10281.0	11160.0	1278.0	8805.0	7689.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1887	Les légendaires, tome 19 : Artémus le légendaire
1888	2254.0	4705.0	5839.0	906.0	1399.0	0.0	0.0	3.75	16.0	0.0	0.0	0.0	1.0	2.0	0.0	1888	Mamette, tome 3 : Colchiques
1889	6583.0	7715.0	2930.0	985.0	605.0	0.0	0.0	0.0	0.0	12.7853244975	0.0	0.0	0.0	0.0	1.0	1889	Forever, Bitch
1890	2868.0	1597.0	4152.0	3687.0	4685.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1890	Cédric, Tome 23 : Je veux l'épouser
1891	8464.0	4905.0	918.0	1556.0	3613.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	1891	Gus, tome 4 : Happy Clem
1892	1047.0	1452.0	1892.0	2290.0	4577.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1892	L'agent 212, tome 11: Sifflez dans le ballon!
1893	7919.0	9552.0	7615.0	10839.0	9476.0	0.0	0.0	8.75	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1893	Garfield, tome 29 : Garfield en roue libre
1894	8405.0	2280.0	3752.0	4695.0	2933.0	2.25	2.75	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1894	Michel Vaillant, tome 54 : L'affaire Bugatti
1895	8154.0	2257.0	2432.0	477.0	4412.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1895	Monet, nomade de la lumière
1896	601.0	1339.0	2948.0	731.0	814.0	3.75	3.75	0.0	3.75	0.0	1.0	1.0	0.0	1.0	1.0	1896	Les Femmes en blanc, tome 10 : Machine à coudre
1897	671.0	1809.0	6444.0	8585.0	1897.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1897	Iznogoud, tome 3 : Les vacances du Calife
1898	1808.0	3091.0	4095.0	2195.0	219.0	0.8544	0.0	0.4624246913577075	0.0	0.0	2.0	0.0	3.0	0.0	0.0	1898	Le Lama blanc, tome 4 : La Quatrième Voix
1899	2685.0	1873.0	935.0	3903.0	8512.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1899	Le chant des elfes, Tome 1 : La Dernière Alliance
1900	8871.0	10593.0	9205.0	3844.0	5171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1900	L'agent 212, tome 2 : Au nom de la loi
1901	8669.0	5867.0	7626.0	8655.0	5713.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	1901	 Natacha, tome 1 : Hôtesse de l'air
1902	8596.0	8047.0	7575.0	4811.0	8198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1902	Les Mythics, tome 5 : Miguel
1903	8301.0	7920.0	869.0	9227.0	8804.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1903	La Rose écarlate, Tome 9 : Me pardonneras-tu ?
1904	2877.0	967.0	8343.0	2646.0	4707.0	0.0	0.0	0.0	14.954449186312058	0.0	0.0	0.0	0.0	3.0	0.0	1904	Marzi, Tome 1 : Petite carpe
1905	2752.0	9908.0	6524.0	7753.0	3976.0	0.0	0.0	0.0	0.0	4.75	0.0	0.0	0.0	0.0	1.0	1905	Les Mondes de Thorgal - Louve, tome 1 : Raïssa
1906	2213.0	9752.0	7025.0	9991.0	5808.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1906	Le Décalogue, Tome 9 : Le papyrus de Kôm-Ombo
1907	503.0	1094.0	1950.0	2301.0	2449.0	0.0	4.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1907	Les Femmes en blanc, tome 14 : Des corps rompus
1908	1656.0	1298.0	6677.0	7453.0	7205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1908	Tendre banlieue, Tome 4 : Le tournage
1909	9220.0	5111.0	1546.0	10177.0	4242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1909	Alix, tome 14 : Les Proies du volcan
1910	2002.0	615.0	244.0	7010.0	9034.0	0.0	0.0	18.75	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1910	Yakari, Tome 14 : Le vol des corbeaux
1911	3793.0	10596.0	9350.0	6667.0	8850.0	0.0	0.0	0.0	12.0	12.0	0.0	0.0	0.0	2.0	1.0	1911	Destins, tome 1 : Le hold-up
1912	10366.0	2594.0	4917.0	3283.0	8418.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1912	L'assassin qu'elle mérite, tome 3 : Les attracations coupables
1913	7314.0	8777.0	9028.0	10434.0	6430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1913	Akissi, tome 2 : Super-héros en plâtre
1914	9896.0	7282.0	7898.0	8495.0	7545.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1914	Candélabres, tome 3 : Incandescence
1915	1445.0	4794.0	7195.0	4395.0	3268.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1915	Garfield, Tome 36 : Tout schuss
1916	874.0	7536.0	4062.0	2660.0	4830.0	0.0	0.0	0.0	12.75	0.0	0.0	1.0	0.0	3.0	0.0	1916	Azimut, tome 4 : Nuées noires, voile blanc 
1917	7524.0	8830.0	10713.0	9601.0	3317.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1917	Le rêve du papillon, tome 1 : Lapins sur la Lune
1918	1308.0	6155.0	1141.0	2619.0	5514.0	29.4416	0.0	0.0	9.19459110490642	0.0	4.0	0.0	0.0	2.0	0.0	1918	Mortelle Adèle, Tome 4 : J'aime pas l'amour
1919	11280.0	1645.0	845.0	9122.0	8857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1919	Osez... en BD, tome 4 : Pimenter la sexualité de votre couple
1920	661.0	1156.0	11045.0	3078.0	3079.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1920	Les Spectaculaires, tome 1 : Le Cabaret des ombres
1921	3786.0	7622.0	10233.0	6663.0	6572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1921	Ariol, tome 7 : Le maître chien
1922	2503.0	7789.0	5599.0	11042.0	3953.0	0.0	3.75	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1922	Travis, tome 2 : Opération Minotaure
1923	5424.0	11230.0	7292.0	7746.0	7747.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1923	Lefranc, tome 1 : La grande menace
1924	5267.0	9484.0	7025.0	4407.0	1079.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1924	Le Linceul, Tome 1 : Les Ombres de la Relique
1925	9630.0	4127.0	4003.0	8781.0	7442.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1925	Carême, tome 1 : Nuit blanche
1926	5958.0	9246.0	10952.0	3966.0	2328.0	0.0	2.75	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1926	Yoko Tsuno, tome 21 : La Porte des âmes
1927	733.0	738.0	632.0	1039.0	4033.0	3.75	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1927	Rahan, fils des âges farouches : l'intégrale, tome 1
1928	3488.0	4125.0	6524.0	673.0	281.0	0.0	0.0	0.0	0.0	10.930686311205973	0.0	0.0	0.0	0.0	1.0	1928	Garfield, tome 16 : Garfield fait feu de tout bois
1929	7195.0	3173.0	1433.0	6270.0	1915.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	1.0	1929	Garfield, tome 31 : Ma Soupière bien aimée
1930	2920.0	7833.0	8449.0	2402.0	5920.0	0.0	9.565268693502604	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1930	Les Schtroumpfs, tome 22 : Le Schtroumpf reporter
1931	1504.0	4816.0	867.0	9871.0	7050.0	0.0	0.0	4.25	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1931	Vae victis ! Soleil 01 : Ambre, le banquet de crassus
1932	7667.0	10781.0	3508.0	6081.0	2355.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1932	Chronosquad, tome 2 : Destination révolution, dernier appel
1933	6294.0	8002.0	4690.0	1052.0	2376.0	0.0	0.0	0.0	4.25	0.0	0.0	0.0	0.0	1.0	0.0	1933	Le Légataire, Tome 1 : Le rendez-vous de Glasgow
1934	3487.0	508.0	1079.0	11245.0	5111.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1934	Le Triangle Secret, Tome 7 : L'imposteur
1935	4974.0	8831.0	9581.0	2775.0	2841.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1935	Yakari, Tome 15 : La rivière de l'oubli
1936	3039.0	2438.0	2477.0	10281.0	661.0	0.0	116.50771640683548	0.0	0.0	4.75	0.0	17.0	0.0	0.0	1.0	1936	Blake et Mortimer, tome 24 : Le Testament de William S.
1937	8953.0	8302.0	9462.0	8400.0	3812.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1937	Jhen, tome 3 : Les écorcheurs
1938	2867.0	1168.0	3727.0	9082.0	6169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1938	Gai-Luron, Tome 3 : Gai-Luron rit de se voir beau en ce miroir
1939	471.0	2395.0	5264.0	691.0	1532.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1939	Anatole Latuile, tome 1 : C'est parti !
1940	6826.0	10193.0	9916.0	2144.0	3938.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940	Luc Orient, tome 12 : La porte de cristal
1941	6584.0	1676.0	10665.0	8980.0	590.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1941	Zélie et Compagnie, tome 1 : En avant toute !
1942	3574.0	1396.0	9580.0	7486.0	8334.0	0.0	10.5	9.75	24.75	0.0	0.0	2.0	1.0	2.0	0.0	1942	Murena, tome 10 : Le Banquet
1943	2409.0	6174.0	3247.0	265.0	441.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1943	Ric Hochet, tome 56 : Un Million sans impôts
1944	953.0	5314.0	8375.0	3921.0	6871.0	8.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1944	Alpha, tome 5 : Sanctions
1945	942.0	2423.0	5696.0	229.0	3458.0	9.0	0.3615882231351861	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1945	Game Over, Tome 9 : Bomba fatale
1946	1739.0	5626.0	6241.0	5428.0	4564.0	23.0	6.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	1946	Plume aux vents, tome 4 : Ni Dieu ni diable
1947	7893.0	5471.0	8378.0	9778.0	6999.0	2.25	2.75	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1947	Albatros, tome 1 : Shangaïé
1948	9672.0	11128.0	8568.0	1102.0	8544.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1948	Jhen, tome 1 : L'or de la mort
1949	3036.0	3258.0	3299.0	1826.0	9734.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	1949	Moi, 20 ans, diplomée, motivée... Exploitée !
1950	503.0	1094.0	1907.0	2301.0	2449.0	0.0	0.0	0.0	7.0	16.0	0.0	0.0	0.0	1.0	1.0	1950	Jojo, tome 7 : Mamy se défend
1951	2937.0	4874.0	1069.0	2767.0	1984.0	0.0	2.75	8.163265306122092	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1951	Pacush Blues, tome 5 : Bidon cinq - Destin farceur decrescendo
1952	461.0	536.0	537.0	909.0	1760.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1952	Garfield, tome 4 : La faim justifie les moyens
1953	3131.0	3028.0	4372.0	3361.0	1361.0	0.0	0.0	0.0	0.0	16.5	0.0	0.0	0.0	0.0	3.0	1953	Pour un peu de bonheur, tome 1 : Félix
1954	2235.0	8078.0	740.0	1659.0	5934.0	3.75	0.0	12.0	4.25	12.0	1.0	0.0	2.0	1.0	1.0	1954	Aâma, tome 4 : Tu seras merveilleuse, ma fille
1955	8723.0	7183.0	5934.0	10401.0	10100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1955	Exo, tome 2 : Moon strike
1956	11172.0	3123.0	162.0	9410.0	4859.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1956	Les godillots, tome 1 : Le plateau du croquemitaine
1957	3658.0	8096.0	3977.0	10963.0	9840.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1957	Le Petit Spirou présente, Tome 3 : Ma prof de calcul
1958	10485.0	3573.0	6865.0	1627.0	9321.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1958	Iznogoud, tome 20 : Iznogoud enfin Calife !
1959	2067.0	5162.0	10788.0	2723.0	7124.0	7.0	19.25	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	1959	Les Technopères, tome 3 : Planeta games
1960	10722.0	7110.0	10431.0	7479.0	6467.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960	Les formidables aventures de Lapinot, Tome 2 : Pichenettes
1961	3281.0	2562.0	2166.0	8056.0	3724.0	0.0	16.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1961	Nävis, tome 1 : Houyo
1962	16.0	7087.0	1399.0	11154.0	3005.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1962	Orgueil et préjugés, tome 2 : Rosings Park
1963	9326.0	7718.0	4024.0	4923.0	4134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1963	Frontière, Tome 1 : Souviens-toi
1964	11066.0	10048.0	8563.0	3172.0	11125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1964	La ligue des gentlemen extraordinaires, tome 2 :
1965	10660.0	8335.0	7880.0	250.0	8749.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1965	Ric Hochet, tome 35 : La Mort noire
1966	7321.0	10080.0	5356.0	5853.0	7042.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1966	Ric Hochet, tome 51 : La Bête de l'apocalypse
1967	5983.0	6893.0	9578.0	10707.0	8091.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1967	Touna Mara, tome 2 : L'or des scythes
1968	7505.0	4495.0	1028.0	5129.0	10903.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1968	Hedge Fund, tome 4 : L'héritière aux vingt milliards
1969	4059.0	10554.0	10238.0	4512.0	10305.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1969	Théodore Poussin, tome 3 : Marie vérité
1970	4495.0	10903.0	6147.0	1968.0	7505.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970	Foot 2 Rue, Tome 8 : Dakar
1971	1064.0	2215.0	4802.0	10924.0	3553.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1971	Luka, Tome 9 : Une guerre de basse intensité
1972	10434.0	4331.0	11002.0	9702.0	6787.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1972	Percevan, tome 9 : L'Arcantane noire
1973	881.0	963.0	2206.0	2891.0	4001.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1973	Neige, tome 5 : Il diavolo
1974	11135.0	5144.0	2137.0	5130.0	4395.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1974	Garfield, tome 20 : Garfield ne se mouille pas
1975	911.0	1136.0	1356.0	1696.0	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1975	Achille Talon, tome 21 : Ma vie à moi
1976	4856.0	1570.0	10918.0	4394.0	4694.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1976	Nelson, tome 5 : Super casse-pieds
1977	8983.0	2619.0	5514.0	2877.0	1401.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1977	Mertownville, Tome 2 : Initiation
1978	4351.0	3135.0	6240.0	2692.0	9792.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1978	Les fonctionnaires, Tome 7 : Ami public n° 1
1979	9100.0	9412.0	10250.0	6681.0	4232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1979	L'agent 212, tome 18 : Poulet rôti
1980	9279.0	7811.0	5852.0	9759.0	8454.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980	El Niño, tome 2 : Rio Guayas
1981	1384.0	2292.0	2384.0	2537.0	3125.0	3.1119000000000003	3.1119000000000003	3.1119000000000003	3.1119000000000003	0.0	2.0	1.0	1.0	2.0	0.0	1981	Tom-Tom et Nana, tome 22 : Superstars
1982	10443.0	1170.0	4231.0	2421.0	10991.0	0.0	0.0	12.536964793388233	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1982	The Autobiography of a Mitroll, Tome 1 : Mum is dead
1983	4270.0	3615.0	7128.0	6346.0	7039.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1983	Alvin Norge, tome 4 : Shangaï hypothèse
1984	649.0	7888.0	7112.0	6310.0	1069.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1984	Gai-Luron, Tome 4 : Gai-Luron et Jean-Pierre Liegeois
1985	2729.0	4707.0	7241.0	6023.0	6411.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1985	Les Femmes en blanc, tome 25 : Lésions étrangères
1986	8452.0	6915.0	2424.0	904.0	8507.0	12.25	0.0	0.0	27.385350178427736	0.0	2.0	0.0	0.0	4.0	0.0	1986	Tamara, Tome 9 : Diégo...
1987	3573.0	8280.0	6322.0	10249.0	4575.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1987	Nic Oumouk, Tome 1 : Total souk pour Nic Oumouk
1988	9936.0	7023.0	2285.0	3264.0	10373.0	16.75	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1988	Une épatante aventure de Jules, tome 5 : La question du père
1989	5359.0	6712.0	10518.0	5116.0	6717.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1989	La Cité sans nom, tome 1 : Menace sur l'Empire Dao
1990	3071.0	2826.0	7706.0	9995.0	2351.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1990	Pacush Blues, tome 9 : Neuvaine - Relecture du mythe de Frankenstein-Renaissance
1991	1130.0	1991.0	3743.0	1185.0	2341.0	3.75	0.0	0.0	3.0	9.0	4.0	8.0	0.0	4.0	2.0	1991	Les Profs, Tome 8 : Fenêtre sur cours
1992	10963.0	8310.0	2464.0	2009.0	5540.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	1992	VilleVermine, tome 1 : L'homme aux babioles
1993	10309.0	7287.0	2201.0	4371.0	10619.0	12.0	0.0	5.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1993	Les tuniques bleues, tome 37 : Duel dans la Manche
1994	984.0	8095.0	5244.0	4566.0	9262.0	8.5	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1994	Tramp, tome 3 : Le bateau assassiné
